1DU6_1	1DU6_1
4PG9_2	3DXA_2
4PG9_2	3DX7_2
4PG9_2	3MV7_2
4PG9_2	3MV8_2
4PG9_2	3MV9_2
4PG9_2	1QEW_2
4PG9_2	5WWI_2
4PG9_2	5WWJ_2
4PG9_2	4N8V_3
4PG9_2	4K7F_2
4PG9_2	2FYY_2
4PG9_2	2FZ3_2
4PG9_2	6X00_2
4PG9_2	6WZY_2
4PG9_2	3D18_2
4PG9_2	5TS1_2
4PG9_2	5TRZ_2
4PG9_2	3CII_2
4PG9_2	3W39_2
4PG9_2	6LAH_2
4PG9_2	6LAM_2
4PG9_2	6LB2_2
4PG9_2	6LT6_2
4PG9_2	3O3B_2
4PG9_2	3O3A_2
4PG9_2	3O3D_2
4PG9_2	3O3E_2
4PG9_2	4KDT_2
4PG9_2	3D25_2
4PG9_2	3LKP_2
4PG9_2	3LKR_2
4PG9_2	3LKN_2
4PG9_2	3LKS_2
4PG9_2	5NQ1_2
4PG9_2	5NQ3_2
4PG9_2	3LKQ_2
4PG9_2	3LKO_2
4PG9_2	6IWG_2
4PG9_2	6IWH_2
4PG9_2	1C16_2
4PG9_2	5VGD_2
4PG9_2	6C15_2
4PG9_2	6C09_2
4PG9_2	6W51_2
4PG9_2	3V5H_2
4PG9_2	1DE4_2
4PG9_2	2ESV_2
4PG9_2	2VLL_2
4PG9_2	2VLJ_2
4PG9_2	2VLK_2
4PG9_2	2VLR_2
4PG9_2	3FQR_2
4PG9_2	3FQU_2
4PG9_2	3FQW_2
4PG9_2	3FQN_2
4PG9_2	3FQX_2
4PG9_2	3FQT_2
4PG9_2	6VQO_2
4PG9_2	6VRM_2
4PG9_2	6VRN_2
4PG9_2	2YPK_2
4PG9_2	2YPL_2
4PG9_2	4HKJ_2
4PG9_2	4WUU_2
4PG9_2	6P64_2
4PG9_2	6O4Z_2
4PG9_2	6O53_2
4PG9_2	6O4Y_2
4PG9_2	6O51_2
4PG9_2	5WKH_2
4PG9_2	5WKF_2
4PG9_2	5WJN_2
4PG9_2	3V5K_2
4PG9_2	4NNY_2
4PG9_2	4NNX_2
4PG9_2	4NO0_2
4PG9_2	4NO2_2
4PG9_2	4NO5_2
4PG9_2	4GUP_2
4PG9_2	4NO3_2
4PG9_2	5EO0_2
4PG9_2	5EO1_2
4PG9_2	3MRB_2
4PG9_2	3MR9_2
4PG9_2	1EXU_2
4PG9_2	2DYP_2
4PG9_2	4QRR_2
4PG9_2	5HHN_2
4PG9_2	5HHO_2
4PG9_2	5HHP_2
4PG9_2	5HHQ_2
4PG9_2	5HHM_2
4PG9_2	6NUX_2
4PG9_2	6VPZ_2
4PG9_2	6VQD_2
4PG9_2	6VQE_2
4PG9_2	6VQY_2
4PG9_2	6VQZ_2
4PG9_2	6VQ2_2
4PG9_2	1Q94_2
4PG9_2	1QVO_2
4PG9_2	2RFX_2
4PG9_2	3HLA_2
4PG9_2	1CE6_2
4PG9_2	4UQ3_2
4PG9_2	4UQ2_2
4PG9_2	6JTO_2
4PG9_2	6UJ8_2
4PG9_2	6UJ7_2
4PG9_2	6MTL_2
4PG9_2	6MT3_3
4PG9_2	6MT6_3
4PG9_2	6MT5_2
4PG9_2	6MT4_2
4PG9_2	4U6X_2
4PG9_2	4U6Y_2
4PG9_2	3WLB_2
4PG9_2	3WL9_2
4PG9_2	5YXN_4
4PG9_2	6UJ9_2
4PG9_2	3VXR_2
4PG9_2	3VXS_2
4PG9_2	3VXU_2
4PG9_2	3VXM_2
4PG9_2	5XOS_2
4PG9_2	5XOT_2
4PG9_2	3QFJ_2
4PG9_2	4EUP_2
4PG9_2	5WXC_2
4PG9_2	5WXD_2
4PG9_2	3W0W_2
4PG9_2	3TO2_2
4PG9_2	5WWU_2
4PG9_2	8FU4_2
4PG9_2	8I5E_2
4PG9_2	8ISN_2
4PG9_2	8RBU_2
4PG9_2	8RBV_2
4PG9_2	8RLT_2
4PG9_2	8RLU_2
4PG9_2	8RLV_2
4PG9_2	8RNG_3
4PG9_2	8RNH_3
4PG9_2	8ROO_3
4PG9_2	8REF_2
4PG9_2	8RYM_2
4PG9_2	8ROP_3
4PG9_2	8RYP_2
4PG9_2	8RCV_2
4PG9_2	8SBK_2
4PG9_2	8SBL_2
4PG9_2	8RYN_2
4PG9_2	8RYO_2
4PG9_2	8RHQ_2
4PG9_2	8TBW_2
4PG9_2	8RYQ_2
4PG9_2	8U9G_2
4PG9_2	8TBV_2
4PG9_2	8WUL_4
4PG9_2	8WTE_4
4PG9_2	6LBE_2
4PG9_2	5XMM_2
4PG9_2	5XMF_2
4PG9_2	7JWJ_2
4PG9_2	5VCL_2
4PG9_2	5WES_2
4PG9_2	5WET_2
4PG9_2	5WEU_2
4PG9_2	1DDH_2
4PG9_2	2VE6_2
4PG9_2	5WLG_2
4PG9_2	5WLI_2
4PG9_2	3E6F_2
4PG9_2	4L8B_2
4PG9_2	4L8C_2
4PG9_2	6JQ2_3
4PG9_2	6JQ3_3
4PG9_2	1P4L_2
4PG9_2	1U58_2
4PG9_2	5SWS_2
4PG9_2	5SWZ_2
4PG9_2	8TQ9_2
4PG9_2	8TQA_2
4PG9_2	8TQ7_2
4PG9_2	3QQ3_2
4PG9_2	5F1N_2
4PG9_2	6J2F_2
4PG9_2	6J2D_2
4PG9_2	6KWK_2
4PG9_2	6KWO_2
4PG9_2	6KWL_2
4PG9_2	6KWN_2
4PG9_2	6K7U_1
4PG9_2	6ILC_2
4PG9_2	6ILE_2
4PG9_2	6ILG_2
4PG9_2	6ILF_2
4PG9_2	7DC6_2
4PG9_2	3PWV_2
4PG9_2	6LF8_2
4PG9_2	5YLX_2
4PG9_2	6A6H_2
4PG9_2	5H94_2
4PG9_2	3QQ4_2
4PG9_2	2XFX_2
4PG9_2	5NPZ_2
4PG9_2	5NQ2_2
4PG9_2	5NQ0_2
4PG9_2	6LF9_2
4PG9_2	8JV0_2
4PG9_2	8W6L_2
4PG9_2	7CPO_2
4PG9_2	5M02_2
4PG9_2	5M01_2
4PG9_2	5M00_2
4PG9_2	8WO9_2
4PG9_2	4CVX_2
4PG9_2	4CVZ_2
4PG9_2	4CW1_2
4PG9_2	4D0B_2
4PG9_2	2YEZ_2
4PG9_2	4D0C_2
4PG9_2	4D0D_2
4PG9_2	3BEV_2
4PG9_2	3BEW_2
4PG9_2	5YMV_2
4PG9_2	5YMW_2
4PG9_2	6IRL_2
4PG9_2	6KX9_2
4PG9_2	4G43_2
4PG9_2	4E0R_2
4PG9_2	4G42_2
4PG9_2	5AD0_2
4PG9_2	5ACZ_2
4PG9_2	6LHF_2
4PG9_2	6LHG_2
4PG9_2	6LHH_2
4PG9_2	8KB0_2
4PG9_2	8JQT_2
4PG9_2	8KCV_2
4PG9_2	8J4G_2
4PG9_2	8Y74_2
4PG9_2	8KB1_2
6OCX_1	6OCX_1
6OCX_1	6OD0_1
6OCX_1	2LM5_1
6OCX_1	1XO5_1
7D6R_1	7D6R_1
7D6R_1	7D6Q_1
7D6R_1	6X6H_1
7D6R_1	8SZ2_1
7D6R_2	7D6R_2
7D6R_2	7D6Q_2
7D6R_2	6X6H_3
5VLA_1	5VLA_1
5VLA_1	5VLL_1
5VLA_1	5VLH_1
5VLA_1	5VLK_1
5VLP_1	5VLP_1
5VLP_1	6U3I_1
5VLP_1	6U2F_1
1LME_1	1LME_1
1LME_1	1V3Y_1
1LME_1	6CAZ_1
1LME_1	6CK7_1
1LME_1	2DEF_1
1LME_1	1DEF_1
1LME_1	2KMN_1
1LME_1	1N5N_1
1LME_1	1S17_1
1LME_1	1LRY_1
1LME_1	1IX1_1
1LME_1	2EW7_1
1LME_1	2EW5_1
1LME_1	2EW6_1
1LME_1	4E9A_1
1LME_1	4E9B_1
1LME_1	3U04_1
1LME_1	3OCA_1
1LME_1	4WXL_1
1LME_1	4WXK_1
1LME_1	2W3T_1
1LME_1	1DFF_1
1LME_1	1BS5_1
1LME_1	1BS7_1
1LME_1	1BS8_1
1LME_1	1BSZ_1
1LME_1	1BS6_1
1LME_1	1BS4_1
1LME_1	1G2A_1
1LME_1	1BSK_1
1LME_1	1BSJ_1
1LME_1	1XEO_1
1LME_1	1LRU_1
1LME_1	1XEM_1
1LME_1	1XEN_1
1LME_1	4AL3_1
1LME_1	4AL2_1
1LME_1	6IY7_1
1LME_1	1ICJ_1
1LME_1	6IZI_1
1LME_1	6J45_1
1LME_1	1G27_1
1LME_1	3K6L_1
1LME_1	4AZ4_1
1LME_1	2W3U_1
1LME_1	5J46_1
1LME_1	4DR9_1
1LME_1	4DR8_1
1LME_1	3QU1_1
1LME_1	3FWX_1
1LME_1	6JEX_1
1LME_1	6JEU_1
1LME_1	6JEW_1
1LME_1	6JEV_1
1LME_1	6JER_1
1LME_1	6JET_1
5IG9_1	5IG9_1
5IG9_1	5IG8_1
6ZFM_1	6ZFM_1
6ZFM_1	1LXG_1
6ZFM_1	1LXH_1
6ZFM_1	8VY8_1
6ZFM_1	1BXP_1
6ZFM_1	1ABT_1
6ZFM_1	2BTX_1
6ZFM_1	1HAA_1
6ZFM_1	1HAJ_1
6ZFM_1	1HC9_1
6ZFM_1	1HC9_2
6ZFM_1	1IDH_1
6ZFM_1	1IDG_1
6ZFM_1	1L4W_1
6ZFM_1	1LJZ_1
6ZFM_1	1IDI_1
6ZFM_1	1IDL_1
6ZFM_1	1IK8_1
6ZFM_1	1HOY_1
6ZFM_1	1JBD_1
6ZFM_1	1IKC_1
6ZFM_1	1RGJ_1
6ZFM_1	1KC4_1
6ZFM_1	1KL8_1
6ZFM_1	1KFH_1
6XP9_1	6XP9_1
6XP9_1	1NRL_1
6XP9_1	4S0S_1
6XP9_1	4S0T_1
6XP9_1	4XHD_1
6XP9_1	3CTB_1
6XP9_1	3HVL_1
6XP9_1	2O9I_1
6XP9_1	6BNS_1
6XP9_1	6NX1_1
4N4F_1	4N4F_1
4N4F_1	4N3W_1
4BXF_1	4BXF_1
4CCM_1	4CCM_1
4CCM_1	4Y3O_1
4CCM_1	4CCO_1
4CCM_1	4CCN_1
3DUI_1	3DUI_1
4MDR_1	4MDR_1
4MDR_1	3L81_1
1N12_1	1N12_1
8C5L_1	8C5L_1
3DRF_1	3DRF_1
3DRF_1	3DRI_1
3DRF_1	3DRJ_1
3DRF_1	3RYA_1
3DRF_1	3RYB_1
3DRF_1	3DRH_1
3DRF_1	3DRG_1
3DRF_1	3DRK_1
3S1K_1	3S1K_1
3S1K_1	1SS1_1
3S1K_1	2OTK_2
3S1K_1	4HJG_3
3S1K_1	4HKZ_3
3S1K_1	4IOI_3
2WV4_1	2WV4_1
2WV4_1	2WV5_1
2WV4_1	2J92_1
2WV4_1	2BHG_1
2MTQ_1	2MTQ_1
3AGZ_1	3AGZ_1
3AGZ_1	3AGY_1
3AGZ_1	3AGX_1
3AGZ_1	2QLD_1
3T0E_5	3T0E_5
4A1V_1	4A1V_1
4A1V_1	1A1R_1
4A1V_1	4A1X_1
4A1V_1	4A1T_1
4A1V_1	1JXP_1
4A1V_1	1NS3_1
4A1V_1	4JMY_1
4A1V_1	4K8B_1
4A1V_1	2OIN_1
4A1V_1	2A4Q_1
4A1V_1	1N1L_1
4A1V_1	2F9U_1
4A1V_1	2OC8_1
4A1V_1	2OBO_1
4A1V_1	2OC7_1
4A1V_1	2F9V_1
4A1V_1	1RTL_1
2VSQ_1	2VSQ_1
2JGP_1	2JGP_1
7F9Z_7	7F9Z_7
7F9Z_7	7F9Y_6
7F9Z_7	7F4D_5
7F9Z_7	7F4F_2
7F9Z_7	7F4H_5
7F9Z_7	7F4I_5
6AK2_1	6AK2_1
5JRK_1	5JRK_1
5JRK_1	5JRL_1
1I5H_1	1I5H_1
1I5H_1	2JMF_1
7B3K_1	7B3K_1
7B3K_1	7B3J_1
5OPI_3	5OPI_3
5OPI_3	5WER_3
2YSZ_1	2YSZ_1
2YT0_1	2YT0_1
2YT0_1	2YT1_1
6TRP_1	6TRP_1
7DRN_1	7DRN_1
7DRN_1	7DRP_1
7DRN_1	7DRO_1
7DRN_1	7DRM_1
1ZUB_1	1ZUB_1
5OK6_1	5OK6_1
7MWC_1	7MWC_1
7MWC_1	7MWB_1
7MWC_1	3RJO_1
7MWC_1	5J5E_1
2PZX_1	2PZX_1
3ZQH_1	3ZQH_1
3ZQH_1	3ZQI_1
3ZQH_1	3ZQG_1
3ZQH_1	3ZQF_1
3ZQH_1	2NS7_1
3ZQH_1	2NS8_1
4ZXI_1	4ZXI_1
4ZXI_1	4ZXH_1
1MDI_1	1MDI_1
1MDI_1	1CQG_1
1MDI_1	1CQH_1
1MDI_1	1MDK_1
1MDI_1	1MDJ_1
1MDI_1	1TOF_1
6GB1_1	6GB1_1
6GB1_1	3C59_1
6GB1_1	3C5T_1
6GB1_1	5E94_3
6GB1_1	3IOL_1
6GB1_1	4ZGM_1
6GB1_1	5OTX_1
6GB1_1	5OTV_1
6GB1_1	5OTW_1
6GB1_1	5OTU_1
6GB1_1	5OTT_1
6XP8_1	6XP8_1
1J4P_1	1J4P_1
1J4P_1	1K3N_1
1J4P_1	1K3Q_1
1J4P_1	1J4Q_1
1J4P_1	1J4O_1
1J4P_1	1K3J_1
1J4P_1	6C4U_1
1J4P_1	1G3G_1
1J4P_1	1G6G_1
1J4P_1	2JQI_1
6HY2_1	6HY2_1
6HY2_1	4J09_1
6HY2_1	2AQ9_1
6HY2_1	2JF2_1
6HY2_1	2JF3_1
1U00_1	1U00_1
5T3E_1	5T3E_1
2LWX_1	2LWX_1
2MZG_1	2MZG_1
2MZG_1	2MZF_1
2NLN_1	2NLN_1
2NLN_1	1S3P_1
2NLN_1	2JWW_1
2YH0_1	2YH0_1
2MI2_1	2MI2_1
4UDF_1	4UDF_1
4UDF_2	4UDF_2
2LAI_1	2LAI_1
2FYL_1	2FYL_1
2FYL_2	2FYL_2
2FYL_2	2FYJ_1
3VH8_4	3VH8_4
3VH8_4	6V3J_4
3VH8_4	3WUW_4
3VH8_4	7K80_4
3VH8_4	7K81_4
3VH8_4	5T6Z_4
3VH8_4	5T70_3
4QFK_1	4QFK_1
4QFK_1	4QFO_1
4QFK_1	4QFL_1
4QFK_1	4QFP_1
4QFK_1	4QFN_1
4QFK_1	1DPP_1
2RON_1	2RON_1
2RON_1	2K2Q_2
5J6G_4	5J6G_4
5J6G_4	1P1Z_4
5J6G_4	1P4L_4
5J6G_4	1QO3_3
6JI1_1	6JI1_1
6JI1_1	4TPH_1
6JI1_1	4TPJ_1
6JI1_1	4TPG_1
6JI1_1	6JKD_1
6JI1_1	6JKC_1
3J15_1	3J15_1
7O9U_1	7O9U_1
5GAQ_1	5GAQ_1
5U1D_3	5U1D_3
5U1D_1	5U1D_1
5U1D_2	5U1D_2
6JPU_1	6JPU_1
6JPU_1	6JQ0_1
6JPU_1	6JPQ_1
6N24_1	6N24_1
6N24_1	6N23_1
6N24_1	6N25_1
6N24_1	6N26_1
6N24_1	6N28_1
6N24_1	6N27_1
6N4Q_1	6N4Q_1
6N4Q_1	6N4R_1
6N4Q_1	6N4I_1
1NA4_1	1NA4_1
1NA4_1	1N6G_1
1NA4_1	1URZ_1
6S8F_1	6S8F_1
7L2I_1	7L2I_1
7L2I_1	7L2J_1
7L2I_1	7L2K_1
7L2I_1	7L2M_1
7L2I_1	7L2N_1
7L2I_1	7L2O_1
7L2I_1	7L2H_1
7L2I_1	7MZ5_1
7L2I_1	7L2L_1
7L2M_2	7L2M_2
7L2M_2	7L2T_2
7L2M_2	7L2R_2
7L2M_2	7L2U_2
7L2M_2	6CUC_1
6OIS_1	6OIS_1
6OIS_1	6OIT_1
6OIS_2	6OIS_2
6OIS_2	6OIT_2
7L2S_1	7L2S_1
7L2S_1	3J5Q_1
7L2S_1	3J5R_1
7L2S_1	7L2T_1
7L2S_1	7L2R_1
7L2S_1	7L2V_1
7L2S_1	7L2X_1
7L2S_1	7L2W_1
7L2S_1	7L2P_1
7L2S_1	7L2U_1
7L2S_1	7MZ7_1
7L2S_1	7MZC_1
7L2S_1	7MZB_1
7L2S_1	7MZ9_1
7L2S_1	7MZ6_1
7L2S_1	7MZD_1
7L2S_1	7MZE_1
7L2S_1	7MZA_1
7LEZ_3	7LEZ_3
7LEZ_3	7LF0_1
7LEZ_3	7LF1_1
7LEZ_3	7LF2_1
7LEZ_3	7LEX_1
7LEZ_3	7LEY_1
7LF2_2	7LF2_2
7LF2_2	7LF1_2
7LF2_2	7LF0_2
7LF2_2	7LEX_2
7LF2_2	7LEZ_1
7LF2_2	7LEY_2
7LF2_2	7MHZ_3
6SI7_1	6SI7_1
6SI7_1	6L7C_2
6SI7_2	6SI7_2
6SI7_2	6L7C_1
7M4R_1	7M4R_1
7MIS_3	7MIS_3
7MIS_3	7MIR_3
7MIR_1	7MIR_1
7MIR_1	7MIS_1
1HUP_1	1HUP_1
1HUP_1	1BV4_1
1HUP_1	1RTM_1
1HUP_1	1BUU_1
1M1D_1	1M1D_1
1M1D_1	1QSN_1
1M1D_1	1QST_1
1M1D_1	1QSR_1
1M1D_1	1Q2D_1
1M1D_1	1PU9_1
1M1D_1	1Q2C_1
1M1D_1	1PUA_1
2BEZ_1	2BEZ_1
2BEZ_1	5ZVM_1
2BEZ_1	5ZVK_1
3C94_1	3C94_1
3C94_1	3C95_1
3C94_1	3HL8_1
3C94_1	3HP9_1
3LQV_1	3LQV_1
3LQV_1	2F9J_1
3LQV_1	2F9D_1
4M9P_1	4M9P_1
2QC7_1	2QC7_1
7BDX_1	7BDX_1
7BDX_2	7BDX_2
6WEG_1	6WEG_1
6WEG_2	6WEG_2
7JYA_1	7JYA_1
2H9G_3	2H9G_3
3EN0_1	3EN0_1
7CNU_1	7CNU_1
7CNU_1	1CMI_1
7CNU_1	1F96_1
7CNU_1	1F95_1
7CNU_1	2XQQ_1
7CNU_1	3P8M_1
7CNU_1	3ZKE_1
7CNU_1	7D35_1
7CNU_1	1F3C_1
7CNU_1	3E2B_1
7CNU_1	3DVP_1
7CNU_1	4D07_1
7CNU_1	2P2T_1
7CNU_1	3ZKF_1
7CNU_1	3BRI_1
7CNU_1	7K3K_1
7CNU_1	7K3L_1
7CNU_1	7K3J_1
7CNU_1	4QH8_1
7CNU_1	4QH7_1
7CNU_1	6GZL_1
7CNU_1	4DS1_1
6P8U_1	6P8U_1
3UJ1_1	3UJ1_1
3UJ1_1	3WGE_1
3UJ1_1	3WGX_1
3UJ1_1	3WGD_1
1BA7_1	1BA7_1
1BA7_1	3I2X_1
1BA7_1	3I2A_1
1BKB_1	1BKB_1
1BKB_1	1IZ6_1
1BUO_1	1BUO_1
7D8D_1	7D8D_1
7D8D_1	7D8F_1
1CLX_1	1CLX_1
1BKW_1	1BKW_1
1BKW_1	1YKJ_1
1BKW_1	1PBE_1
1FIP_1	1FIP_1
1EPU_1	1EPU_1
1EPU_1	4JEH_1
1EPU_1	3PUJ_1
1EPU_1	3C98_1
1EPU_1	4JEU_1
1EPU_1	4CCA_1
1EPU_1	3PUK_1
1CVL_1	1CVL_1
1B65_1	1B65_1
1B65_1	5TZB_1
1HKN_1	1HKN_1
1HXI_1	1HXI_1
1H4V_1	1H4V_1
1HC7_1	1HC7_1
1HC7_1	1H4T_1
1LCI_1	1LCI_1
4R4Z_1	4R4Z_1
4R4Z_1	4R4X_1
6TA8_1	6TA8_1
6TA8_1	5ISW_1
6TA8_1	5ISX_1
6TA8_1	2XHG_1
1NSA_1	1NSA_1
1NSA_1	3D66_1
1NSA_1	3D67_1
1NSA_1	3D68_1
1NSA_1	3OSL_1
1P3W_1	1P3W_1
1MZD_1	1MZD_1
1MZD_1	1MZA_1
1MZD_1	2ZGC_1
1MZD_1	2ZGJ_1
1MZD_1	2ZGH_1
1MZD_1	2ZKS_1
1FOC_1	1FOC_1
1I4J_1	1I4J_1
1PNT_1	1PNT_1
1PNT_1	1XWW_1
1T74_1	1T74_1
1T74_1	4OED_1
1T74_1	4OEZ_1
1T74_1	4OFR_1
1T74_1	4OFU_1
1T74_1	4OEY_1
1T74_1	4OH5_1
1T74_1	4OH6_1
1T74_1	4OHA_1
1T74_1	4OIU_1
1T74_1	4OIL_1
1T74_1	4OKT_1
1T74_1	4OKX_1
1T74_1	4OLM_1
1T74_1	4OJ9_1
1T74_1	4OKB_1
1T74_1	4OK1_1
1T74_1	4OKW_1
1T74_1	2Z4J_1
1T74_1	3V49_1
1T74_1	3V4A_1
1T74_1	4OEA_1
1T74_1	4OGH_1
1T74_1	4OJB_1
1T74_1	5JJM_1
1T74_1	5JJM_3
1T74_1	2Q7I_1
1T74_1	4OAR_1
1T74_1	2Q7K_1
1T74_1	2Q7J_1
1T74_1	2Q7L_1
1T74_1	1XJ7_1
1T74_1	1T76_1
1T74_1	1T79_1
1T74_1	1T7F_1
1T74_1	1T7M_1
1T74_1	1T7R_1
1T74_1	1T7T_1
1T74_1	1T73_1
1T74_1	2OVH_1
1T74_1	2OVM_1
1T74_1	2AO6_1
1T74_1	1T5Z_1
1T74_1	1T63_1
1T74_1	1XOW_1
1T74_1	1T65_1
1T74_1	1P93_1
1T74_1	1NHZ_1
1T74_1	3K22_1
1T74_1	8VKZ_1
1R3N_1	1R3N_1
1R3N_1	1R43_1
1R3N_1	2VL1_1
3OSL_2	3OSL_2
3VEH_1	3VEH_1
3VEH_1	3RV6_1
3VEH_1	3RV8_1
3VEH_1	3RV9_1
3VEH_1	3ST6_1
3VEH_1	3RV7_1
4BTK_1	4BTK_1
4BTK_1	4BTJ_1
4BTK_1	4BTM_1
3MN8_1	3MN8_1
3MN8_1	2NSM_1
3VMM_1	3VMM_1
4EME_1	4EME_1
4HY7_1	4HY7_1
4HY7_1	4E1Q_1
4HY7_1	1MZW_1
4HY7_1	2HE9_1
4HY7_1	2GW2_1
4HY7_1	5YB9_1
4HY7_1	5YBA_2
4HY7_1	3RDD_1
4HY7_1	1AWQ_1
4HY7_1	1AWR_1
4HY7_1	1AWT_1
4HY7_1	1AWU_1
4HY7_1	1AWV_1
4HY7_1	1AWS_1
4HY7_1	1W8V_1
4HY7_1	1W8M_1
4HY7_1	1W8L_1
4HY7_1	3CYS_1
4HY7_1	1FGL_1
4HY7_1	1VBS_1
4HY7_1	3R54_1
4HY7_1	3R56_1
4HY7_1	3R57_1
4HY7_1	3R59_1
4HY7_1	3RCG_1
4HY7_1	3RCF_1
4HY7_1	3RCL_1
4HY7_1	3RD9_1
4HY7_1	3RDA_1
4HY7_1	3RDB_1
4HY7_1	3R49_1
4HY7_1	3RCI_1
4HY7_1	4J58_1
4HY7_1	3R4G_1
4HY7_1	4J5C_1
4HY7_1	4J5E_1
4HY7_1	4J5D_1
4HY7_1	4J5B_1
4HY7_1	3RCK_1
4HY7_1	4J59_1
4HY7_1	5HSV_1
4HY7_1	2R99_1
4HY7_1	2ESL_1
4B6Z_1	4B6Z_1
4GQS_1	4GQS_1
3PRW_1	3PRW_1
3PRW_1	7NRI_2
4IX3_1	4IX3_1
4IX3_1	4IX4_1
4IX3_1	4IX6_1
4IX3_1	4IX5_1
4N31_1	4N31_1
4QBU_1	4QBU_1
4J1Q_1	4J1Q_1
4J1Q_1	4J1S_1
4XDE_1	4XDE_1
4Q5P_1	4Q5P_1
4Q5P_1	1CCR_1
4YMR_1	4YMR_1
5BPJ_1	5BPJ_1
4WJ7_1	4WJ7_1
5D8N_1	5D8N_1
5D8N_1	4KSI_1
5EXB_1	5EXB_1
5EXB_1	6JC5_1
5EXB_1	6JC6_1
5EXB_1	6U1A_1
5EXB_1	3M22_1
5EXB_1	3M24_1
5EXB_1	1ZUX_1
5EXB_1	2GW3_1
5EXB_1	2FL1_1
5EXB_1	3VK1_1
5EXB_1	1ZGP_1
5EXB_1	1ZGQ_1
5EXB_1	1ZGO_1
5EXB_1	4H3L_1
5EXB_1	4H3N_1
5EXB_1	4H3M_1
5EXB_1	2P4M_1
5EXB_1	3KCS_1
5EXB_1	3KCT_1
5EXB_1	3VIC_1
4RNZ_1	4RNZ_1
4RNZ_1	4RNY_1
5FGN_1	5FGN_1
5L0W_1	5L0W_1
5L0W_2	5L0W_2
5LBG_1	5LBG_1
5LBG_1	5LB1_1
5M72_1	5M72_1
5M72_2	5M72_2
5O5C_1	5O5C_1
5HFI_1	5HFI_1
5HFI_1	5HFG_1
5OES_1	5OES_1
5OES_1	3KAK_1
5OES_1	3KAL_1
5OES_1	3KAJ_1
5TDL_1	5TDL_1
5TDL_1	5C69_1
5TDL_1	5C6B_1
5TDL_1	5TDG_1
5OET_1	5OET_1
5W2J_1	5W2J_1
6BVE_1	6BVE_1
6C8V_1	6C8V_1
6EDV_1	6EDV_1
6EDV_1	6EDD_1
5O8P_1	5O8P_1
5O8P_1	5O8R_1
6DEH_1	6DEH_1
5OEU_1	5OEU_1
5OEU_1	5OEV_1
6NL1_1	6NL1_1
6NL1_1	6P5R_1
6TFO_1	6TFO_1
6TFO_1	6TFD_1
6WO8_1	6WO8_1
6WO8_1	6WOA_1
6WO8_1	6WOB_1
6WO8_1	6WOC_1
6WO8_1	6WO9_1
6WO8_1	6WOF_1
6WO8_1	6WOH_1
6WO8_1	6WOD_1
6WO8_1	6WOE_1
6WO8_1	6WO7_1
6WO8_1	6WOI_1
6WO8_1	6WOG_1
5HDW_1	5HDW_1
6YSO_1	6YSO_1
6YSO_1	3NAL_1
6YSO_1	3NAN_1
6YSO_1	3NAM_1
6MPS_1	6MPS_1
6MPS_1	6MPT_1
1CF0_1	1CF0_1
1CF0_1	1AWI_1
1CF0_1	2V8F_1
1CF0_1	2VK3_1
1CF0_1	2V8C_1
1ZUK_1	1ZUK_1
7NRF_1	7NRF_1
7NRF_1	7NRE_1
3H8D_1	3H8D_1
1SDZ_1	1SDZ_1
1SDZ_1	1SE0_1
3GZ2_1	3GZ2_1
3GZ2_2	3GZ2_2
6XW2_1	6XW2_1
3BQO_1	3BQO_1
2VKN_1	2VKN_1
3OUD_2	3OUD_2
3OUD_2	4GZF_1
3OUD_2	1YTI_1
3OUD_2	1YTJ_1
3OUD_2	3UPJ_1
3OUD_2	4UPJ_1
3OUD_2	2SAM_1
3OUD_2	3TKG_1
3OUD_2	1AID_1
3OUD_2	2AID_1
3OUD_2	3AID_1
3OUD_2	1SBG_1
3OUD_2	2NXD_1
3OUD_2	2NXL_1
3OUD_2	2NXM_1
3OUD_2	1YTG_1
3OUD_2	1YTH_1
3OUD_2	1TSU_1
3OUD_2	1TSQ_1
3OUD_2	1F7A_1
3OUD_2	1DIF_1
3OUD_2	2JE4_1
3OUD_2	3B7V_1
3OUD_2	3B80_1
3OUD_2	2IEN_1
3OUD_2	2IDW_1
3OUD_2	2IEO_1
3OUD_2	2AOC_1
3OUD_2	2AOF_1
3OUD_2	2AOI_1
3OUD_2	2AOJ_1
3OUD_2	2AOD_1
3OUD_2	2AOG_1
3OUD_2	2AOH_1
3OUD_2	2AOE_1
3OUD_2	1UPJ_1
3OUD_2	2UPJ_1
3OUD_2	1B6J_1
3OUD_2	1B6P_1
3OUD_2	1B6L_1
3OUD_2	1B6M_1
3OUD_2	1B6K_1
3OUD_2	1Z1R_1
3OUD_2	1Z1H_1
3OUD_2	2NPH_1
3OUD_2	1A8K_1
3OUD_2	1FEJ_1
3OUD_2	1FFI_1
3OUD_2	1FF0_1
3OUD_2	1FGC_1
3OUD_2	1FG8_1
3OUD_2	1FFF_1
3OUD_2	3BXR_1
3OUD_2	1FG6_1
3OUD_2	3BXS_1
3OUD_2	4HVP_1
3OUD_2	3BGB_1
3OUD_2	3BGC_1
3OUD_2	7HVP_1
3OUD_2	2J9J_1
3OUD_2	2J9J_2
3OUD_2	2J9K_1
3OUD_2	2G69_1
3OUD_2	1ZSR_1
3OUD_2	1ZSF_1
3OUD_2	1M0B_1
3OUD_2	4FL8_1
3OUD_2	4FLG_1
